Code	Name	Block	Version	Radical	Strokes	VStrokes	Pinyin	MorohashiId	NelsonIds	Sources	JSource	Joyo	Jinmei	LinkCodes	LinkNames	LinkType	Meaning	On	Kun
35DB	㗛	CJK_Ext_A	3.0	30	13		xiào			GHJT	JA-2174			7B11	笑	Definition*	smile, laugh, giggle; snicker	SHOU	WARAU EMU WARAI
35DC	㗜	CJK_Ext_A	3.0	30	13		xiù			GKTV				55C5	嗅	Definition*	smell, scent, sniff; olfactive	KYUU	KAGU
35E3	㗣	CJK_Ext_A	3.0	30	14		tì			GT				568F	嚏	Definition*	sneeze	TEI	KUSAME KUSHAMI
35E4	㗤	CJK_Ext_A	3.0	30	14		cù			GJKT	JA-2175								
35EB	㗫	CJK_Ext_A	3.0	30	14		qiè			GJT	JA-2176								
35F4	㗴	CJK_Ext_A	3.0	30	15		yán			GJKTV	J4-2442								
35FD	㗽	CJK_Ext_A	3.0	30	16		xiǎng			GT				97FF	響	Definition*	make sound, make noise; sound	KYOU	HIBIKU HIBIKI
3605	㘅	CJK_Ext_A	3.0	30	17		xián			GJKT	J4-244A			929C	銜	Definition*	bit; hold in mouth, bite; gag	KAN GAN	KUTSUWA FUKUMU
360C	㘌	CJK_Ext_A	3.0	30	18		jù			GT				5671	噱	Definition*	laugh heartily, laugh aloud	KYAKU GAKU	
3613	㘓	CJK_Ext_A	3.0	30	20		lán			GTV				8B95	讕	Definition*	accuse falsely; slander, libel	RAN	SOSHIRU
3615	㘕	CJK_Ext_A	3.0	30	21		hǎn			GT				558A	喊	Definition*	shout, call out, yell; howl; cry	KAN	SAKEBU
361B	㘛	CJK_Ext_A	3.0	30	25		kān			GT				5D4C	嵌	Definition*	inlay, set in; fall into; rugged	KAN	ANA
361C	㘜	CJK_Ext_A	3.0	30	26		chǐ			GJT	JA-2177								
361D	㘝	CJK_Ext_A	3.0	31	5		niè			GT				7F71	罱	Definition*	fishing net	GUN NAN RAN	
3621	㘡	CJK_Ext_A	3.0	31	8		xiá			GT				67D9	柙	Definition*	cage, pen for wild animals	KOU GOU OU YOU	ORI
3622	㘢	CJK_Ext_A	3.0	31	9		wěng			GJT	JA-2178								
3623	㘣	CJK_Ext_A	3.0	31	10		xuán			GHT				5713	圓	Definition*	circle; round, circular; complete	EN	MARUI
3625	㘥	CJK_Ext_A	3.0	31	20		yóu			GHT				56EE	囮	Definition*	inveigle, decoy; cheat	KA YUU	OTORI
3627	㘧	CJK_Ext_A	3.0	32	7		xù			GT				5E8F	序	Definition*	series, serial order, sequence	JO	TSUIDE NOBERU
362A	㘪	CJK_Ext_A	3.0	32	7		hào			GKT				8017	耗	Definition*	consume, use up; waste, squander	MOU KOU	HERU
362B	㘫	CJK_Ext_A	3.0	32	7		jǐng			GJT	JA-2179			9631	阱	Definition*	pitfall, trap, snare	SEI JOU	ANA
362C	㘬	CJK_Ext_A	3.0	32	7		ào			GT				5773	坳	Definition*	a hollow in the ground, a cavity, depression; undulating, depressed	AU EU	KUBOMI
362D	㘭	CJK_Ext_A	3.0	32	7		ào			GHT				5773	坳	Definition*	a hollow in the ground, a cavity, depression; undulating, depressed	AU EU	KUBOMI
3630	㘰	CJK_Ext_A	3.0	32	7		zhēn			GT				659F	斟	Definition*	to pour wine or tea into a cup; to gauge	SHIN	KUMU KUMIKAWASU
3631	㘱	CJK_Ext_A	3.0	32	8		tān			GT				574D	坍	Definition*	collapse; landslide	TAN TON	
3632	㘲	CJK_Ext_A	3.0	32	8		jú			GJT	JA-217A								
3633	㘳	CJK_Ext_A	3.0	32	8					GT				4E18	丘	Definition*	hill; elder; empty; a name	KYUU	OKA
3634	㘴	CJK_Ext_A	3.0	32	8		zuò			GJT	JA-217B			5750	坐	Definition*	sit; seat; ride, travel by	ZA	SUWARU SOZORONI OWASU
3636	㘶	CJK_Ext_A	3.0	32	9		jié			GT				6840	桀	Definition*	chicken roost; ancient emperor	KETSU	HARITSUKE
3637	㘷	CJK_Ext_A	3.0	32	9		ài			GT				827E	艾	Definition*	artemisia, mugwort; translit.	GAI GEI	YOMOGI MOGUSA KARU
3638	㘸	CJK_Ext_A	3.0	32	9		zàng			GT				846C	葬	Definition*	bury, inter	SOU	HOUMURU
3639	㘹	CJK_Ext_A	3.0	32	9		cí			GHT				5790	垐	Definition*		SHI JI SHOU JIKI	NIKUMU
363F	㘿	CJK_Ext_A	3.0	32	10		niè			GKT				6D85	涅	Definition*	blacken; black mud, slime	NETSU DETSU	SOMERU
3641	㙁	CJK_Ext_A	3.0	32	10		méi			GTV				7267	牧	Definition*	tend cattle, shepherd	BOKU MOKU	MAKI KAU YASHINAU
3642	㙂	CJK_Ext_A	3.0	32	10		duì			GT				5151	兑	Definition*	cash; exchange	DA TAI EI	YOROKOBU
3644	㙄	CJK_Ext_A	3.0	32	10		bì			GJT	JA-217C			965B	陛	Definition*	steps leading throne; throne	HEI	KIZAHASHI
3645	㙅	CJK_Ext_A	3.0	32	10		bǎo			GT				5821	堡	Definition*	fort, fortress; town, village	HOU HO	TORIDE
3649	㙉	CJK_Ext_A	3.0	32	11		tiǎn			GHKT				8146	腆	Definition*	prosperous; good; protruding	TEN	ATSUI
364A	㙊	CJK_Ext_A	3.0	32	11		cháng			GJKT	J4-2479			5834	場	Definition*	open space, field, market	JOU	BA
3650	㙐	CJK_Ext_A	3.0	32	12		duǒ			GT				579B	垛	Definition*	heap, pile; pile up, heap up	DA	
3651	㙑	CJK_Ext_A	3.0	32	12		yǔ			GT				5B87	宇	Definition*	house; building, structure; eaves	U	NOKI IE
3652	㙒	CJK_Ext_A	3.0	32	12		yě			GKT				91CE	野	Definition*	open country, field; wilderness	YA SHO	NO
3654	㙔	CJK_Ext_A	3.0	32	12		wěi			GK				97D3	韓	Definition*	fence; surname; Korea	KAN	IGETA
3655	㙕	CJK_Ext_A	3.0	32	12		kuài			GT				584A	塊	Definition*	piece, lump; dollar	KAI	KATAMARI TSUCHIKURE
3657	㙗	CJK_Ext_A	3.0	32	12		wēi			GK				584A	塊	Definition*	piece, lump; dollar	KAI	KATAMARI TSUCHIKURE
365C	㙜	CJK_Ext_A	3.0	32	13		chí			GT				81FA	臺	Definition*	tower, lookout; stage, platform	TAI DAI	UTENA YOROKOBU
3660	㙠	CJK_Ext_A	3.0	32	14		yī			GKT				66C0	曀	Definition*	stormy; cloudy, misty; dim; (Cant.) sultry	EI I	KUMORU
3662	㙢	CJK_Ext_A	3.0	32	14		mán			GKT				5881	墁	Definition*	to plaster; to pave	BAN MAN	KOTE
3664	㙤	CJK_Ext_A	3.0	32	14		xià			GTV				7F45	罅	Definition*	crack, fissure, split	KA KE	HIBI SUKI
3668	㙨	CJK_Ext_A	3.0	32	15		jì			GT				757F	畿	Definition*	imperial domain; area near capital	KI	MIYAKO
366C	㙬	CJK_Ext_A	3.0	32	15		yín			GT				57A0	垠	Definition*	boundary, bank of stream or river	GIN GON	SAKAI KISHI
366F	㙯	CJK_Ext_A	3.0	32	15		yì			GT				85DD	藝	Definition*	art; talent, ability; craft	GEI	UERU WAZA NORI
3672	㙲	CJK_Ext_A	3.0	32	16		yǒng			GT				58C5	壅	Definition*	to obstruct	YOU	FUSAGU
3675	㙵	CJK_Ext_A	3.0	32	16		tái			GT				81FA	臺	Definition*	tower, lookout; stage, platform	TAI DAI	UTENA YOROKOBU
3678	㙸	CJK_Ext_A	3.0	32	17		bào			GT				58A3	墣	Definition*		HAKU HOKU	TSUIKURE
3679	㙹	CJK_Ext_A	3.0	32	17		méng			GT				5922	夢	Definition*	dream; visionary; wishful	MU	YUME KURAI YUMEMIRU
367A	㙺	CJK_Ext_A	3.0	32	17		kuí			GHKT				9035	逵	Definition*	thoroughfare, crossroads	KI	OUJI
367B	㙻	CJK_Ext_A	3.0	32	18		chán			GJT	JA-217E			5EDB	廛	Definition*	a store, shop; ground allotted to a retainer	TEN	YASHIKI MISE
367C	㙼	CJK_Ext_A	3.0	32	18		lěi			GT				58D8	壘	Definition*	rampart, military wall	RUI	TORIDE
367E	㙾	CJK_Ext_A	3.0	32	19		xì			GKT				5DA8	嶨	Definition*	big rocky mountain	KAKU GAKU	
3680	㚀	CJK_Ext_A	3.0	32	20		xī			GKT				8667	虧	Definition*	lose, fail; damage; deficient	KI	KAKERU
3681	㚁	CJK_Ext_A	3.0	32	24		qiào			GHT				7FF9	翹	Definition*	turn up, lift, elevate, raise	GYOU	TSUMADATERU AGERU
3686	㚆	CJK_Ext_A	3.0	35	9		fù			GJ	JA-2221								
3687	㚇	CJK_Ext_A	3.0	35	9		zōng			GKT				9350	鍐	Definition*	a headstall, ornament on a bride	SOU SU	
3688	㚈	CJK_Ext_A	3.0	36	5					J	JA-2222								
3689	㚉	CJK_Ext_A	3.0	36	8		gǔ			GJT	JA-2223			5B34	嬴	Definition*	to win; to have a surplus; surname	EI	
368C	㚌	CJK_Ext_A	3.0	36	14		huà			GT				5925	夥	Definition*	companion; partner; assistant	KA WA	OBITADA
3690	㚐	CJK_Ext_A	3.0	37	6		tào			GT				5957	套	Definition*	case, cover, wrapper, envelope	TOU	KASANERU OOI
3691	㚑	CJK_Ext_A	3.0	37	6					J	JA4-253F								
3694	㚔	CJK_Ext_A	3.0	37	8		niè			GT				5E78	幸	Definition*	luck(ily), favor, fortunately	KOU	SAIWAI SHIAWASE SACHI
3695	㚕	CJK_Ext_A	3.0	37	8		fú			GJKT	JA-2225			4F5B	佛	Definition*	Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.)	BUTSU FUTSU HOTSU	HOTOKE
3696	㚖	CJK_Ext_A	3.0	37	8		gǎo			GJT	J4-2543			6FA4	澤	Definition*	marsh, swamp; grace, brilliance; damp, moist; fertile	TAKU	SAWA
3698	㚘	CJK_Ext_A	3.0	37	8		bàn			GKT				4F34	伴	Definition*	companion, comrade, partner; accompany	HAN BAN	TOMONAU TOMO
3699	㚙	CJK_Ext_A	3.0	37	8		jiā			GJ	JA4-2541								
369C	㚜	CJK_Ext_A	3.0	37	11		yù			GT				57DF	域	Definition*	district, region, boundary; land	IKI	SAKAI
369D	㚝	CJK_Ext_A	3.0	37	11		zhuī			GT				594E	奎	Definition*	stride of man; one of the twenty-eight lunar mansions	KEI KI	MATA
36A0	㚠	CJK_Ext_A	3.0	37	13		xiāo			GJT	JA-2227								
36A2	㚢	CJK_Ext_A	3.0	38	5		nú			GT				5974	奴	Definition*	slave, servant	DO NU	YAKKO YATSU ME
36A3	㚣	CJK_Ext_A	3.0	38	6		xiáo			GT				59E3	姣	Definition*	beautiful, handsome, pretty	KOU KEU GEU	MIMEYOI UTSUKUSHII ISAGIYOI
36A6	㚦	CJK_Ext_A	3.0	38	6		yí			GT				59EC	姬	Definition*	beauty; imperial concubine	KI	HIME
36A7	㚧	CJK_Ext_A	3.0	38	6		yǎn			GKT				5B10	嬐	Definition*		SEN GEN GIN GON	SUBAYAI TSUTSUSHIMUSAMA
36B0	㚰	CJK_Ext_A	3.0	38	8		pēi			GHT				80DA	胚	Definition*	embryo; unfinished things	HAI	HARAMU
36B6	㚶	CJK_Ext_A	3.0	38	8		sì			GT				59D2	姒	Definition*	wife of elder brother	SHI JI	ANE
36B7	㚷	CJK_Ext_A	3.0	38	8		ěr			GT				5B2D	嬭	Definition*	milk; suckle; breasts	DAI NE DEI NAI JI NI	HAHA HAGUKUMU ANE
36B9	㚹	CJK_Ext_A	3.0	38	8		mǎo			GHT				5A8C	媌	Definition*		BOU MYOU BOKU MOKU	MIMEYOI
36BA	㚺	CJK_Ext_A	3.0	38	8		yùn			GT				5B55	孕	Definition*	be pregnant, pregnancy	YOU	HARAMU
36BB	㚻	CJK_Ext_A	3.0	38	8		jī			GJKT	JA-2228								
36BC	㚼	CJK_Ext_A	3.0	38	8					GHT				599E	妞	Definition*	girl	JUU NYU CHUU	
36BF	㚿	CJK_Ext_A	3.0	38	8		páo			GT				5E96	庖	Definition*	kitchen; cooking, cuisine	HOU	KURYA
36CD	㛍	CJK_Ext_A	3.0	38	10		qiè			GT				611C	愜	Definition*	be satisfied, be comfortable	KYOU	KOKOROYOI
36CF	㛏	CJK_Ext_A	3.0	38	10		qiú			GJT	J4-2557								
36D0	㛐	CJK_Ext_A	3.0	38	10		sǒu			GKT				5AC2	嫂	Definition*	sister-in-law, elder brother's wife	SOU	ANYOME
36D2	㛒	CJK_Ext_A	3.0	38	10		dòu			GJT	JA-2229								
36D4	㛔	CJK_Ext_A	3.0	38	10		fēng			GHT				59A6	妦	Definition*		HOU FU	MIMEYOI
36D5	㛕	CJK_Ext_A	3.0	38	10		yì			GT				59F6	姶	Definition*		OU	SHIZUKA AI
36D9	㛙	CJK_Ext_A	3.0	38	10		xīn			GT				59BE	妾	Definition*	concubine	SHOU	MEKAKE WARAWA
36DB	㛛	CJK_Ext_A	3.0	38	10		xìn			GT				5A20	娠	Definition*	pregnant	SHIN	HARAMU
36E9	㛩	CJK_Ext_A	3.0	38	11		zhóu			GT				59AF	妯	Definition*	wives of one's brothers; sister-i	CHUU JIKU ROKU TOKU DOKU	AIYOME UGOKU SAWAGU ITAMU
36EE	㛮	CJK_Ext_A	3.0	38	12		sǎo			GT				5AC2	嫂	Definition*	sister-in-law, elder brother's wife	SOU	ANYOME
36EF	㛯	CJK_Ext_A	3.0	38	12		fàn			GT				5B14	嬔	Definition*	baby rabbit	FU	
36F0	㛰	CJK_Ext_A	3.0	38	12					GT				5A5A	婚	Definition*	get married; marriage, wedding	KON	ENGUMI
36F2	㛲	CJK_Ext_A	3.0	38	12		fà			GT				9AEE	髮	Definition*	hair	HATSU	KAMI
36F4	㛴	CJK_Ext_A	3.0	38	12		nǎo			GT				60F1	惱	Definition*	angered, filled with hate	NOU	NAYAMU
36F7	㛷	CJK_Ext_A	3.0	38	12		jī			GJT	JA-222A								
3711	㜑	CJK_Ext_A	3.0	38	13		fú			GKT				5A46	婆	Definition*	old woman; grandmother	BA	BABA
3715	㜕	CJK_Ext_A	3.0	38	14		lián			GT				9023	連	Definition*	join, connect; continuous; even	REN	TSURANARU TSURERU SHIKIRINI
371B	㜛	CJK_Ext_A	3.0	38	14		nèn			GT				5AE9	嫩	Definition*	soft, tender, delicate; young	DON NON ZEN	WAKAI
371C	㜜	CJK_Ext_A	3.0	38	14		ào			GHT				50B2	傲	Definition*	proud, haughty, overbearing	GOU	OGORU ANADORU
372A	㜪	CJK_Ext_A	3.0	38	16		shēn			GT				5AC0	嫀	Definition*		SHIN JIN	
372B	㜫	CJK_Ext_A	3.0	38	16		mà			GT				5A84	媄	Definition*	beautiful	BI MI	MIMEYOI
3732	㜲	CJK_Ext_A	3.0	38	19		wěng			GHT				5B34	嬴	Definition*	to win; to have a surplus; surname	EI	
3734	㜴	CJK_Ext_A	3.0	38	19		mèng			GT				77A2	瞢	Definition*	eyesight obscured; to feel ashamed	BOU MU MOU	KURAI
3738	㜸	CJK_Ext_A	3.0	38	20		niè			GKT				5B7D	孽	Definition*	evil; son of concubine; ghost	GETSU GECHI	WAKIBARA
373B	㜻	CJK_Ext_A	3.0	38	26		liàn			GT				6200	戀	Definition*	love; long for, yearn for; love	REN	KOI KOISHII
373C	㜼	CJK_Ext_A	3.0	38	26		zhí			GT				59EA	姪	Definition*	niece	TETSU CHITSU	MEI OI
373D	㜽	CJK_Ext_A	3.0	39	6		zǐ			GT				5B50	子	Definition*	offspring, child; fruit, seed of; 1st terrestrial branch	SHI SU	KO MI OTOKO
373E	㜾	CJK_Ext_A	3.0	39	7		hái			GJT	JA-222B			5B69	孩	Definition*	baby, child; children	KAI GAI	CHINOMIGO
3740	㝀	CJK_Ext_A	3.0	39	8		hào			GHT				597D	好	Definition*	good, excellent, fine; well	KOU	KONOMU SUKU YOI
3741	㝁	CJK_Ext_A	3.0	39	9		xuān			GKT				5B1B	嬛	Definition*	apt, clever; sycophant, flatterer	KEN KEI GYOU	KATAI
3743	㝃	CJK_Ext_A	3.0	39	10		miǎn			GHT				5A29	娩	Definition*	give birth child; complaisant	BEN HAN	UMU
3744	㝄	CJK_Ext_A	3.0	39	12		chún			GT				7D14	純	Definition*	pure, clean, simple	SHUN JUN TON	KIITO MOPPARA
3747	㝇	CJK_Ext_A	3.0	39	16		chún			GJT	JA-222C			9D89	鶉	Definition*	quail; Turnix species (various)	SHUN JUN	UZURA
3748	㝈	CJK_Ext_A	3.0	39	25		luán			GT				5B7F	孿	Definition*	twins	SAN SEN REN	HUTAGO
3749	㝉	CJK_Ext_A	3.0	40	4		zhù			G				5B81	宁	Definition*	calm, peaceful, serene; healthy	CHO	TAKUWAERU
374A	㝊	CJK_Ext_A	3.0	40	5		shǒu			GT				5B88	守	Definition*	defend, protect, guard, conserve	SHU SU	MAMORU MORI MAMORI
374B	㝋	CJK_Ext_A	3.0	40	5		liǎo			GJ	JA-222D								
374C	㝌	CJK_Ext_A	3.0	40	6		jiù			GT				759A	疚	Definition*	chronic disease, chronic illness; sorrow	KYUU	YAMU YAMASHII
374D	㝍	CJK_Ext_A	3.0	40	6		xiě		1278	KT				5BEB	寫	Definition*	write; draw, sketch; compose	SHA	UTSUSU
374E	㝎	CJK_Ext_A	3.0	40	7		dìng			GKT				5B9A	定	Definition*	decide, settle, fix	TEI JOU	SADAMERU SADAMARU SADAME
374F	㝏	CJK_Ext_A	3.0	40	7		jiè			GKT				4ECB	介	Definition*	forerunner, herald, harbinger; to lie between; sea shell; to wear armor	KAI	TASUKERU SUKE
3750	㝐	CJK_Ext_A	3.0	40	7		róng			GT				5BB9	容	Definition*	looks, appearance; figure, form	YOU	IRERU YURUSU KATACHI
3751	㝑	CJK_Ext_A	3.0	40	7		máng			GJT	JA-222E			65C1	旁	Definition*	side; by side, close by, near	HOU BOU	KATAWARA TSUKURI KATAGATA
3752	㝒	CJK_Ext_A	3.0	40	8					GT				5C45	居	Definition*	live, dwell, reside, sit	KYO KI	IRU ORU OKU
3753	㝓	CJK_Ext_A	3.0	40	9		kè			GKT				51F9	凹	Definition*	concave, hollow, depressed; a pass, valley	OU	KUBOMU KUBOMI
3755	㝕	CJK_Ext_A	3.0	40	9		níng			GT				5BCD	寍	Definition*	used as a term of comparison:-rather; it is better; would that	NEI	MUSHIRO
3758	㝘	CJK_Ext_A	3.0	40	10		yóng			GJT	JA-222F								
3759	㝙	CJK_Ext_A	3.0	40	10		yín			GJT	JA-2230			5BC5	寅	Definition*	to respect, reverence; respectfully; 3rd terrestrial branch	IN	TORA
375B	㝛	CJK_Ext_A	3.0	40	11		sù			GT				5BBF	宿	Definition*	stop, rest, lodge, stay overnight; constellation	SHUKU SHUU	YADORU YADO
375F	㝟	CJK_Ext_A	3.0	40	11		máo			GJT	JA-2231			5192	冒	Definition*	risk, brave, dare	BOU	OKASU OOU
3760	㝠	CJK_Ext_A	3.0	40	11		míng			GJKT	JA-2232			51A5	冥	Definition*	dark, gloomy, night; deep	MEI	KURAI
3761	㝡	CJK_Ext_A	3.0	40	11		zuì			GJK	JA4-2823			6700	最	Definition*	most, extremely, exceedingly	SAI	MOTTOMO MO
3762	㝢	CJK_Ext_A	3.0	40	12		yǔ			GHJKT	J4-2825			5B87	宇	Definition*	house; building, structure; eaves	U	NOKI IE
3767	㝧	CJK_Ext_A	3.0	40	13		wěn			GT				7A69	穩	Definition*	stable, firm, solid, steady	ON	ODAYAKA
376B	㝫	CJK_Ext_A	3.0	40	15		lóng			GJKT	J4-2829								
376C	㝬	CJK_Ext_A	3.0	40	14					GJT	J4-2828								
376D	㝭	CJK_Ext_A	3.0	40	15		xǐng			GJT	JA-2234			60FA	惺	Definition*	intelligent, clever, astute	SEI	SATORU
3772	㝲	CJK_Ext_A	3.0	40	26		qǐn			GKT				5BE2	寢	Definition*	sleep, rest; bed chamber	SHIN	NERU
3774	㝴	CJK_Ext_A	3.0	41	7		wán			GT				5213	刓	Definition*	trim	GUN	KEZURU TATSU ERU SURIHERU
3775	㝵	CJK_Ext_A	3.0	41	8		dé			GJKTV	J4-282C			7919	礙	Definition*	obstruct, hinder, block, deter	GAI GE	SAMATAGERU
3776	㝶	CJK_Ext_A	3.0	41	10		ài			GKT				5F97	得	Definition*	obtain, get, gain, acquire	TOKU	ERU URU
3778	㝸	CJK_Ext_A	3.0	42	10		biàn			GJT	JA-2235			5F01	弁	Definition*	conical cap worn during Zhou dynasty	BEN HEN	KANMURI WAKERU WAKIMAERU
377B	㝻	CJK_Ext_A	3.0	42	15		jǐn			GKT				50C5	僅	Definition*	only, merely, solely, just	KIN	WAZUKANI WAZUKA
377F	㝿	CJK_Ext_A	3.0	43	8		bǒ			GKT				8DDB	跛	Definition*	lame	HA HI	CHINBA
3786	㞆	CJK_Ext_A	3.0	43	11		jǐ			GKT				8E26	踦	Definition*	the shin; to pierce; to touch	KI GI	KATAASHI
378C	㞌	CJK_Ext_A	3.0	44	6		yùn			GT				5B55	孕	Definition*	be pregnant, pregnancy	YOU	HARAMU
378D	㞍	CJK_Ext_A	3.0	44	6					J	JA3-4F5F								
3790	㞐	CJK_Ext_A	3.0	44	8		jū			GT				5C45	居	Definition*	live, dwell, reside, sit	KYO KI	IRU ORU OKU
3791	㞑	CJK_Ext_A	3.0	44	8		wěi			GT				5C3E	尾	Definition*	tail, extremity; end, stern	BI	O
3795	㞕	CJK_Ext_A	3.0	44	9		xiè			GT				5C51	屑	Definition*	bits, scraps, crumbs, fragments	SETSU	ISAGYOI KUZU
3798	㞘	CJK_Ext_A	3.0	44	11		dū			GT				8C5A	豚	Definition*	small pig, suckling pig; suffle	TON	BUTA
3799	㞙	CJK_Ext_A	3.0	44	11		niào			GT				5C3F	尿	Definition*	urine; urinate	NYOU	IBARI
379F	㞟	CJK_Ext_A	3.0	44	15		diàn			GKT				5960	奠	Definition*	pay respect; settle	TEN DEN TEI	MATSURU SADAMERU
37A1	㞡	CJK_Ext_A	3.0	44	19		zhǎn			GT				5C55	展	Definition*	open, unfold; stretch, extend	TEN	TSURANERU NOBERU NOBIRU
37A2	㞢	CJK_Ext_A	3.0	45	4					GT				4E4B	之	Definition*	marks preceding phrase as modifier of following phrase; it, him her, them; go to	SHI	YUKU KORE NO
37A3	㞣	CJK_Ext_A	3.0	45	7					GKT				82AC	芬	Definition*	fragrance, aroma; perfume	FUN	KOUBASHII KAORI
37A4	㞤	CJK_Ext_A	3.0	46	5		yín			GT				5C91	岑	Definition*	steep, precipitous; peak	SHIN GIN	MINE
37A7	㞧	CJK_Ext_A	3.0	46	5		huì			GT				6703	會	Definition*	to assemble, meet together; a meeting; an organization	KAI E	AU
37A9	㞩	CJK_Ext_A	3.0	46	6		lán			GT				5D50	嵐	Definition*	mountain mist, mountain haze	RAN	ARASHI
37AA	㞪	CJK_Ext_A	3.0	46	6		náo			GJT	JA-2237								
37AB	㞫	CJK_Ext_A	3.0	46	6		jù			GT				8D70	走	Definition*	walk, go on foot; run; leave	SOU SHU	HASHIRU
37AC	㞬	CJK_Ext_A	3.0	46	6		qìn			GJT	JA-2238								
37AE	㞮	CJK_Ext_A	3.0	46	6				1408	J	JA-2239			51FA	出	Definition	variant of 出 U+51FA, to go out, send out; to stand; to produce	SHUTSU SUI	DERU DASU
37AF	㞯	CJK_Ext_A	3.0	46	6		jié			T				5C8A	岊	Definition*	foothill	SETSU SECHI GU	
37B4	㞴	CJK_Ext_A	3.0	46	7		chí			GJT	JA-223A			5CB7	岷	Definition*	Minshan mountain range in northern Sichuan and southern Gansu, Min River	BIN MIN	
37B6	㞶	CJK_Ext_A	3.0	46	7		mǐn			GT				5CB7	岷	Definition*	Minshan mountain range in northern Sichuan and southern Gansu, Min River	BIN MIN	
37B7	㞷	CJK_Ext_A	3.0	45	7		huáng			GJT	JA-223B								
37B8	㞸	CJK_Ext_A	3.0	46	7		suì			GK				5461	呡	Definition*	the corners of the mouth the lips	BUN MON	KUCHIBATA
37BA	㞺	CJK_Ext_A	3.0	46	8		zú			GJT	JA-223C			65CF	族	Definition*	a family clan, ethnic group, tribe	ZOKU SOU	YAKARA
37BB	㞻	CJK_Ext_A	3.0	46	8		hào			GJT	JA-223D								
37BC	㞼	CJK_Ext_A	3.0	46	8		chéng			GJT	JA-223E			4E1E	丞	Definition*	assist, aid, rescue	SHOU JOU	SUKUU TASUKERU
37BE	㞾	CJK_Ext_A	3.0	46	8		ní			GHT				5C3C	尼	Definition*	Buddhist nun; transliteration	NI JITSU	AMA
37BF	㞿	CJK_Ext_A	3.0	46	8		chì			GJT	JA-223F			5C90	岐	Definition*	high; majestic; fork in road	KI GI	EDAMICHI
37C1	㟁	CJK_Ext_A	3.0	46	8		àn			GJT	JA4-283E			5CB8	岸	Definition*	bank, shore; beach, coast	GAN	KISHI
37D2	㟒	CJK_Ext_A	3.0	46	10		qūn			GJT	JA-2242								
37DA	㟚	CJK_Ext_A	3.0	46	11		qí			GT				5C90	岐	Definition*	high; majestic; fork in road	KI GI	EDAMICHI
37DB	㟛	CJK_Ext_A	3.0	46	11		zàn			GJT	JA-2243								
37DC	㟜	CJK_Ext_A	3.0	46	11		mí			GJT	JA-2244								
37DD	㟝	CJK_Ext_A	3.0	46	11		péi			GT				57F9	培	Definition*	bank up with dirt; cultivate	BAI HOU HAI	TSUCHIKAU
37DF	㟟	CJK_Ext_A	3.0	46	11		xiàng			GJT	JA-2245			5DF7	巷	Definition*	alley, lane	KOU	CHIMATA
37E0	㟠	CJK_Ext_A	3.0	46	11		gǎng			GT				5CA1	岡	Definition*	ridge or crest of hill	KOU	OKA
37E1	㟡	CJK_Ext_A	3.0	46	11					J	JA-2247								
37E2	㟢	CJK_Ext_A	3.0	46	11		qí			GJT	JA3-4F6F						the rocks on the hills are of different shapes; rugged and weird, character different from others; cape; spit; promontory		SAKI
37E5	㟥	CJK_Ext_A	3.0	46	11					T				5D7E	嵾	Traditional*	uneven	SHIN SAN SON	
37E7	㟧	CJK_Ext_A	3.0	46	12		è			GJT	JA-2248								
37E8	㟨	CJK_Ext_A	3.0	46	12		duān			GJT	J4-2856								
37E9	㟩	CJK_Ext_A	3.0	46	12		mín			GT				5CB7	岷	Definition*	Minshan mountain range in northern Sichuan and southern Gansu, Min River	BIN MIN	
37EB	㟫	CJK_Ext_A	3.0	46	12		quán			GT				6CC9	泉	Definition*	spring, fountain; wealth, money	SEN	IZUMI ZENI
37ED	㟭	CJK_Ext_A	3.0	46	12		mín			GT				5CB7	岷	Definition*	Minshan mountain range in northern Sichuan and southern Gansu, Min River	BIN MIN	
37F4	㟴	CJK_Ext_A	3.0	46	13		kuài			GJKTV	J4-2859								
37F5	㟵	CJK_Ext_A	3.0	46	13		gǎng			GJT	JA-2249			5CA1	岡	Definition*	ridge or crest of hill	KOU	OKA
37FB	㟻	CJK_Ext_A	3.0	46	14		qiàn			GHJT	JA-224A			5879	塹	Definition*	moat, trench, pit, cavity	ZAN SEN	HORI
37FD	㟽	CJK_Ext_A	3.0	46	14		biǎo			GJKT	JA4-285C								
3800	㠀	CJK_Ext_A	3.0	46	14		dǎo		5343	GJT	JA4-285E			5CF6	島	Definition*	island	TOU	SHIMA
3809	㠉	CJK_Ext_A	3.0	46	15		tóng			GJKT	JA-224D								
380A	㠊	CJK_Ext_A	3.0	46	15		qū			GKT				5D87	嶇	Definition*	steep, sheer; rugged, rough	KU	KEWASHII
380B	㠋	CJK_Ext_A	3.0	46	15		è			GT				5D3F	崿	Definition*	cliffs	GAKU	GAKE KISHI
380C	㠌	CJK_Ext_A	3.0	46	15		qī			GJT	JA-224E								
380E	㠎	CJK_Ext_A	3.0	46	15		jí			GJT	JA-224F								
3810	㠐	CJK_Ext_A	3.0	46	15		jiào			GJT	JA-2250			5DA0	嶠	Definition*	high pointed mountain	KYOU GYOU	
3815	㠕	CJK_Ext_A	3.0	46	16		wěi			GJT	JA-2251			5D6C	嵬	Definition*	high; rugged, rocky, precipitous	KAI GAI GI	TAKAI
